_table,part_id,type,category,base_desc,size_spec,variant,plain_desc,supplier,uom,qty_on_hand,unit_cost,cost,brand_mfg,supplier_pn,pkg_size,pkg_cost,labor_hrs,on_hand,status,supplier_2,brand_mfg_2,supplier_pn_2,pkg_size_2,pkg_cost_2,unit_cost_2,use_alt_supplier,last_cost_date,parent_id,child_id,qty,project_id,proj_status,customer,notes,labor_rate,markup,picked,item_type,box_num,discount_pct,discount_flat,weight,pallet_num,dimensions,description,labor_hrs,apply_markup,show_on_proforma,sort_order,version,quote_status,currency,overhead_rate,markup_pct,freight_inbound,freight_outbound,cal_gases_cost,cal_gases_freight,training_days,training_cost,training_notes,discount_note,internal_notes,proforma_header,proforma_footer,other_items
PART,PRT-LAB-SHEAR,PRT,LAB,SHEAR,,,Metal Shear,,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-SODIUM-CHLORIDE-500G,PRT,LAB,SODIUM-CHLORIDE,500G,,Laboratory-grade sodium chloride crystals,ScienceCompany.com,ea,0.0,12.95,0.0,,NC-0870,1.0,12.95,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-29,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-SPILL-PAN-25075-17075-STEEL-GALV,PRT,LAB,SPILL-PAN,25075-17075,STEEL-GALV,"Spill-Control Pan Galvanized Steel, 2 Gallon Capacity",McMaster-Carr,ea,0.0,9.98,0.0,,4524T15,1.0,9.98,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-29,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-SPRAY-BOTTLE-32OZ,PRT,LAB,SPRAY-BOTTLE,32OZ,,"Spray Bottle, HDPE with Polypropylene Head, 32 FL. oz Capacity, 12.5"" High",McMaster-Carr,ea,0.0,2.83,0.0,,9864T54,1.0,2.83,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-29,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-SQUARE-SET,PRT,LAB,SQUARE,,SET,Square Set,,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-TAPE-2IN-540IN-845-BOOKTAPE,PRT,LAB,TAPE,2IN-540IN,845-BOOKTAPE,Scotch type 845 tape,Amazon,ea,0.0,8.87,0.0,Scotch,https://www.amazon.com/Scotch-845-Inches-Yards-Crystal/dp/B00006IF5R,1.0,8.87,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-29,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-TAPEMEASURE-8M,PRT,LAB,TAPEMEASURE,8M,,Tape measure 8m,Amazon,ea,0.0,20.99,0.0,Dewalt,link,1.0,20.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-THERMOMETER--30-350C-INFARED,PRT,LAB,THERMOMETER,-30-350C,INFARED,Fluke Infrared thermometer -30C-350C,Amazon,ea,0.0,108.79,0.0,Fluke,link,1.0,108.79,0.04,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-29,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-THERMOMETER--60C-1650C-INFARED,PRT,LAB,THERMOMETER,-60C-1650C,INFARED,"-50 to 1650 °C, 50:1 High Performance Infrared Thermometer",Dwyer-Omega,ea,0.0,364.92,0.0,Omega,OS-310-501,1.0,364.92,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-29,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-THERMOMETER-THERMOCOUPLE,PRT,LAB,THERMOMETER,THERMOCOUPLE,,Fluke digital thermometer for thermocouples,fluke-direct.com,ea,0.0,470.99,0.0,Fluke,51-2,1.0,470.99,0.04,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-29,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-TIN-SNIP-SET,PRT,LAB,TIN-SNIP,,SET,"Tin Snip Set, Left + Right + Center cutting",Amazon,ea,0.0,41.97,0.0,Crescent Wiss,https://www.amazon.com/Crescent-Wiss-MetalMaster-Compound-Aviation/dp/B01N0QGAN0/ref=sr_1_1?crid=138I8VIOX96BC&dib=eyJ2IjoiMSJ9.wZTbupvU6d6SxNfILqbG5TyM8tr1w-JpqfE7pBDf0OjaXjIpegMZfe_ofNFTVT-7ke_zn5UsvfXrc1JaVCTz8ZNlTWcNmHZGHKHE9tP6G0FzccwBcLXhakH-b8teSv-sl6xF5snC75O8zs1TfaqQCrjIKTvJf44nh2vcsrpbQNFwctA15jvUg05xF407qW0l-ZpOGu0jYDXS0KiUJczQMg1LJcp4yY207xfpivAWEV6B2PnBt-7XKiRFU4LTOmNOjYTZs3JK2Z4sY5K0PFifZtmcbbf10oFWNKoFCmL8Kco.n3nEGNsBqhihadiVJZzPq2ybzHzPto2tXLrxhCeRUp8&dib_tag=se&keywords=wiss+tin+snip+set&qid=1777503047&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=wiss+tin+snip+set%2Caps%2C241&sr=8-1,1.0,41.97,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-29,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-TONGS-12IN-SS,PRT,LAB,TONGS,12IN,SS,"12"" Food Service Tongs, 12""",McMaster-Carr,ea,0.0,4.77,0.0,,7131T41,1.0,4.77,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-29,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-TRANSFORMER-220VAC-110VAC-3000VA,PRT,LAB,TRANSFORMER,220VAC-110VAC,3000VA,"Step up/down transformer, 220VAC->110VAC, 3000VA",vevor.com,EA,0.0,75.9,0.0,Vevor,10650928037,1.0,75.9,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-TWEEZERS,PRT,LAB,TWEEZERS,,,"Tweezers, for filter handling",McMaster-Carr,ea,0.0,4.76,0.0,,5498A21,1.0,4.76,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-WORKGLOVES-12PK,PRT,LAB,WORKGLOVES,,12PK,"Work Gloves, 12pc",,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-SBX-FILTER-0375FNPT-X2-INLINE-CAPSULE,PRT,SBX,FILTER,0375FNPT-X2,INLINE-CAPSULE,"Inline HEPA capsule filter, 3/8""FNPT ports",ETA Filters,ea,6.0,58.76,0.0,ETA Filters,HC06-4N-PTF,1.0,58.76,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-01,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-SBX-FLOWSENSOR-0-20SLPM-0250MNPT-DIGITAL,PRT,SBX,FLOWSENSOR,0-20SLPM-0250MNPT,DIGITAL,"Honeywell AWM5104VN Digital flow sensor, 0-20SLPM, 1/4""MNPT ports",DigiKey,ea,6.0,246.79,0.0,,,1.0,246.79,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-01,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-SBX-PANELJACK-THERMOCOUPLE-TYPE-K,PRT,SBX,PANELJACK,THERMOCOUPLE,TYPE-K,"Omega RMJ-K-R panel-mount thermocouple socket, type-K",Newark,ea,4.0,6.6,0.0,,31AC5650,1.0,6.6,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-10,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-SBX-PITOT-0250-12-STYPE,PRT,SBX,PITOT,0250-12,STYPE,"S-Type Pitot probe for velocity measurements - no options.  1/4"" dia. x 12""",Apex instruments,EA,0.0,108.0,0.0,,S316 1/4 in S-Type,1.0,108.0,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-SBX-PRESSURESENSOR-1IN-DIFF,PRT,SBX,PRESSURESENSOR,1IN,DIFF,"High sensitivity digital pressure sensor 0-1 in range, differential, top and bottom ports",Mouser,EA,2.0,55.59,0.0,Honeywell,HSCDRRN001NDAA5,5.0,277.95,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-SBX-SBXLABELS-ALL,PRT,SBX,SBXLABELS,ALL,,"Labels for all SB ports, connections, and ID#",ARC,ea,100.0,0.01,0.0,ARC,0,1.0,0.01,0.5,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,
PART,PRT-SBX-SENSORBOX-4XXX,PRT,SBX,SENSORBOX,4XXX,,Kit of parts for basic  4000 series sensor box.,Mountain Air Engineering,ea,1.0,5355.0,0.0,ARC,,3.0,16065.0,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-SBX-STICKER-ARCLEMS,PRT,SBX,STICKER,ARCLEMS,,ARC/LEMS Stickers,ARC,ea,0.0,0.01,0.0,ARC,0,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-SBX-TCAMP-ADAF-9601,PRT,SBX,TCAMP,,ADAF-9601,Thermocouple Amplifier,Adafruit,ea,2.0,14.95,0.0,,5165,1.0,14.95,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-SBX-THERMOCOUPLE-0125-18-INCONNEL-K-BARE,PRT,SBX,THERMOCOUPLE,0125-18,INCONNEL-K-BARE,"Extra High-Temp Thermocouple, bare leads",TC Direct,ea,6.0,36.4,0.0,,205-071,1.0,36.4,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-29,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-SBX-THERMOCOUPLE-10FT-SEALED-K,PRT,SBX,THERMOCOUPLE,10FT,SEALED-K,Water temp thermocouple,Dwyer-Omega,ea,3.0,86.57,0.0,,HSTC-TT-K-24S-120-SMPW-CC,1.0,86.57,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-SBX-THERMOCOUPLE-600C-K,PRT,SBX,THERMOCOUPLE,600C,K,Flue Temp thermocouple,Amazon,ea,3.0,14.98,0.0,,link,1.0,14.98,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-BALLVALVE-0250FNPT-0250MNPT-BRASS,PRT,STD,BALLVALVE,0250FNPT-0250MNPT,BRASS,"Ball valve, 1/4""MNPTx1/4""FNPT",McMaster-Carr,ea,0.0,12.67,0.0,,47865K21,1.0,12.67,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-BALLVALVE-0375FNPT-X2-BRASS,PRT,STD,BALLVALVE,0375FNPT-X2,BRASS,"Ball valve, 3/8""FNPTx2",McMaster-Carr,ea,0.0,11.85,0.0,,47865K22,1.0,11.85,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-BOLT-1/4-20-1-HEX,PRT,STD,BOLT,1/4-20-1,HEX,"1/4""-20 x 1"" hex head bolt",McMaster-Carr,ea,0.0,0.1592,0.0,,92865A542,100.0,15.92,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-BULKHEAD-0170HB-0170HB-BRASS,PRT,STD,BULKHEAD,0170HB-0170HB,BRASS,"Brass Through-Wall Connector for 0.17"" Tube ID",Mcmaster-Carr,ea,0.0,9.13,0.0,,44555K119,1.0,9.13,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-01,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-BULKHEAD-0375FNPT-X2-BRASS,PRT,STD,BULKHEAD,0375FNPT-X2,BRASS,"through wall straight connector, 3/8""FNPT x2",McMaster-Carr,ea,2.0,14.18,0.0,,50785K274,1.0,14.18,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-01,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-CAULK-SILICONE,PRT,STD,CAULK,,SILICONE,silicone caulk,cascade hdw,EA,0.0,5.99,0.0,,,1.0,5.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-CAULKGUN,PRT,STD,CAULKGUN,,,caulk gun,McMaster-Carr,EA,0.0,9.49,0.0,,7636T31,1.0,9.49,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-CORDCLAMP,PRT,STD,CORDCLAMP,,,Power Cord Conduit Clamp,McMaster-Carr,ea,0.0,0.97,0.0,,7798K41,1.0,0.97,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-CORNERCLAMP,PRT,STD,CORNERCLAMP,,,Corner Clamp,Mcmaster-Carr,ea,0.0,12.63,0.0,Irwin,5017A51,1.0,12.63,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-CRIMPCONN-14G-16G-INSUL,PRT,STD,CRIMPCONN,14G-16G,INSUL,14g-16g Ring Crimp Connectors,McMaster-Carr,ea,0.0,0.2292,0.0,,7113K23,50.0,11.46,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-ELBOW-0125MNPT-0250HB-BRASS,PRT,STD,ELBOW,0125MNPT-0250HB,BRASS,"Elbow 1/8""MNPTx1/4""HB",McMaster-Carr,ea,0.0,2.11,0.0,,53525K11,5.0,10.55,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-01,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-FLOWVALVE-0250FNPT-X2-BRASS,PRT,STD,FLOWVALVE,0250FNPT-X2,BRASS,"Flow Control Valve, 1/4""FNPTx2",McMaster-Carr,ea,0.0,39.86,0.0,,4995K13,1.0,39.86,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-HEXKEY-0063-BLKOXIDE,PRT,STD,HEXKEY,0063,BLKOXIDE,"1/16"" Allen Wrench",McMaster-Carr,ea,0.0,0.31,0.0,,7122A39,1.0,0.31,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-HEXKEY-0094-BLKOXIDE,PRT,STD,HEXKEY,0094,BLKOXIDE,"3/32"" Allen Wrench",McMaster-Carr,ea,0.0,0.31,0.0,,7122A42,1.0,0.31,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-HEXNUT-1/4-20,PRT,STD,HEXNUT,1/4-20,,1/4-20 nut,McMaste-Carr,EA,0.0,0.0632,0.0,,95462A029,100.0,6.32,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-HEXNUT-1/4-20-LOWPRO,PRT,STD,HEXNUT,1/4-20,LOWPRO,"1/4""-20 low-profile nut",McMaster-Carr,ea,0.0,0.0769,0.0,,94846A029,100.0,7.69,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-HEXNUT-10-32,PRT,STD,HEXNUT,10-32,,No. 10-32 hex nut,McMaster-Carr,ea,44.0,0.0232,0.0,,90480A195,100.0,2.32,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-01,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-HEXNUT-10-32-NYLOCK,PRT,STD,HEXNUT,10-32,NYLOCK,No. 10-32 nylock nut,McMaster-Carr,ea,44.0,0.0515,0.0,,90631A411,100.0,5.15,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-01,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-HEXNUT-6-32,PRT,STD,HEXNUT,6-32,,No 6-32 hex nut,McMaster-Carr,ea,0.0,0.0157,0.0,,90480A007,100.0,1.57,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-HOSECLAMP-0500-0906-0500-SS,PRT,STD,HOSECLAMP,0500-0906-0500,SS,"Heavy Duty Hose Clamp, 1/2""-29/32""",McMaster-Carr,ea,42.0,1.994,0.0,,54155K32,10.0,19.94,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-11,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-HOSECLAMP-4125-7000-0500,PRT,STD,HOSECLAMP,4125-7000-0500,,"Large Hose Clamps for securing pitot tube bracket to duct, 4-1/8"" to 7"" Clamp ID.",McMaster-Carr,ea,0.0,3.366,0.0,,5416K38,5.0,16.83,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-HOSECLMP-0438-0781-0313-SS,PRT,STD,HOSECLMP,0438-0781-0313,SS,"Hose Clamp, 7/16"" - 25/32""",McMaster-Carr,ea,0.0,1.452,0.0,,54195K16,10.0,14.52,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-KNIFE-UTILITY-18MM-BREAKAWAY,PRT,STD,KNIFE,UTILITY,18MM-BREAKAWAY,"Breakaway-Blade Utility Knife with Three 4-1/4"" Long x 18 mm Wide Steel Blades",McMaster-Carr,ea,0.0,8.71,0.0,,35545A73,1.0,8.71,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-29,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-MACHSCREW-10-32-3000-RNDHEAD,PRT,STD,MACHSCREW,10-32-3000,RNDHEAD,"No 10-32 x 3"" machine screw",McMaster-Carr,ea,19.0,0.1416,0.0,,90272A842,50.0,7.08,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-01,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-MACHSCREW-6-32-FLATHEAD,PRT,STD,MACHSCREW,6-32,flathead,"machine screw, 6-32-1/2"", flathead",McMaster-Carr,EA,0.0,0.062,0.0,,90273A148,100.0,6.2,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-MUFFLER-0250MNPT,PRT,STD,MUFFLER,0250MNPT,,"Exhaust Muffler for Pump, 1/4"" MNPT",McMaster-Carr,ea,0.0,2.9,0.0,,4450K2,1.0,2.9,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-OUTLETBOX-SINGLE-PLASTIC,PRT,STD,OUTLETBOX,SINGLE,PLASTIC,"Single gang outlet box, plastic",Cascade Hdw,ea,0.0,1.49,0.0,,,1.0,1.49,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-PIPECAP-1250-SCH80-PVC,PRT,STD,PIPECAP,1250-SCH80,PVC,"1 1/4"" Sch 80 PVC Cap",McMaster-Carr,ea,0.0,5.96,0.0,,4881K54,1.0,5.96,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-POWERCORD,PRT,STD,POWERCORD,,,Blower Power Cord,McMaster-Carr,ea,0.0,4.14,0.0,,70355K85,1.0,4.14,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-POWERSUPPLY-12VDC-5A-INCLUDED,PRT,STD,POWERSUPPLY,12VDC-5A,INCLUDED,4000 Series Sensor Box Power Supply,DigiKey,ea,1.0,0.01,0.0,,2882-15DYS865-120500W-ND,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-11,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-QCPLUG-0125QC-0188HB-ACETAL,PRT,STD,QCPLUG,0125QC-0188HB,ACETAL,"Male QC Fitting Plastic, 1/8"" QC x 3/16"" HB",McMaster-Carr,ea,6.0,2.81,0.0,,5012K251,1.0,2.81,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-QCPLUG-0375QC-0375MNPT-STEEL,PRT,STD,QCPLUG,0375QC-0375MNPT,STEEL,"Male QC Fitting 3/8"" QC x 3/8"" MNPT",MTM Hydro Parts,ea,24.0,1.93,0.0,,24.0076,1.0,1.93,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-QCSOCKET-0125QC-0125MNPT-ACETAL,PRT,STD,QCSOCKET,0125QC-0125MNPT,ACETAL,"Female QC Fitting Plastic, 1/8"" QC x 1/8"" MNPT",McMaster-Carr,ea,0.0,8.07,0.0,,5012K191,1.0,8.07,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-QCSOCKET-0125QC-0188HB-ACETAL,PRT,STD,QCSOCKET,0125QC-0188HB,ACETAL,"Female QC Fitting Plastic, 1/8"" QC x 3/16"" HB",McMaster-Carr,ea,6.0,8.07,0.0,,5012K191,1.0,8.07,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-QCSOCKET-0375QC-0375MNPT-BRASS,PRT,STD,QCSOCKET,0375QC-0375MNPT,BRASS,"Female QC Fitting 3/8"" QC x 3/8"" MNPT",MTM Hydro Parts,ea,23.0,5.97,0.0,,24.007,1.0,5.97,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-RIVET-1875-0063-0125-18-8-SS,PRT,STD,RIVET,1875-0063-0125,18-8-SS,"18-8 Stainless Steel Rivets, 3/16"" Dia, 0.063""-0.125"" grip range",McMaster-Carr,EA,0.0,0.279,0.0,,97525A485,50.0,13.95,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-RIVETTOOL-HD,PRT,STD,RIVETTOOL,,HD,Heavy duty rivet tool,McMaster-Carr,EA,0.0,27.37,0.0,,6659A32,1.0,27.37,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-SETSCREW-10-32-0125-BLKOXIDE,PRT,STD,SETSCREW,10-32-0125,BLKOXIDE,"Set Screw, 10-32 x 1/8""",McMaster-Carr,ea,0.0,0.5464,0.0,,91375A436,25.0,13.66,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-SETSCREW-6-32-0125-BLKOXIDE,PRT,STD,SETSCREW,6-32-0125,BLKOXIDE,"Set Screw, 6-32 x 1/8""",McMaster-Carr,ea,0.0,0.178,0.0,,91375A142,100.0,17.8,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-SHAFTCOLLAR-0125ID-BLKOXIDE,PRT,STD,SHAFTCOLLAR,0125ID,BLKOXIDE,"1/8"" shaft collar",McMaster-Carr,ea,0.0,1.8,0.0,,9414T3,1.0,1.8,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-STD-SHAFTCOLLAR-0250ID-BLKOXIDE,PRT,STD,SHAFTCOLLAR,0250ID,BLKOXIDE,"1/4"" shaft collar",McMaster-Carr,ea,0.0,1.85,0.0,,9414T6,1.0,1.85,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
